what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601151658
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411601151679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601151799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601153610
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411601153778
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411601155787
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411601169539
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411601176712
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411601178380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411601179382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411601247049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411601247963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601347338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601350094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601357615
error,log,,,"Unable to validate connection settings.",1411601362740
error,log,,,"Unable to validate connection settings.",1411601362755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601395504
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411601397666
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411601398101
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411601705715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601712302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601717443
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411601718343
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411601718594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601719683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601722170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601837033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601840209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601854983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601870789
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411601979453
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411601982499
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411601986178
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411602225451
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411602234288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411602317102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411602327582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411602506652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411602509135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411602513696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411602523819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411602658454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411602660167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411602665254
error,log,,,"Unable to validate connection settings.",1411602670175
error,log,,,"Unable to validate connection settings.",1411602670189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411602673230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411602961803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411602969796
